9,3	23,34	33,34	7,33	10,3	3,16
22,21	0,23	22,21	0,1	14,1	7,6
6,4	3,46	5,33	3,60	5,18	6,10
12,3	46,2	9,6	2,1	8,32	7,4
12,16	0,21	8,9	16,10	0,2	2,30
12,0	11,4	8,1	11,1	1,4	1,7
0,1	2,6	1,4	1,4	3,2	13,4
3,0	6,0	0,18	24,13	5,4	14,12
3,4	4,3	11,3	11,31	3,14	8,14
19,1	27,28	2,0	6,8	5,3	2,1
8,3	9,12	2,5	5,2	3,1	3,1
9,5	6,5	0,8	9,5	8,6	7,5
9,8	8,0	4,0	1,10	2,6	9,18
8,41	25,1	1,41	25,41	8,2	2,25
17,16	3,1	9,10	10,28	12,75	8,50
12,0	7,5	6,14	9,10	0,12	6,5
2,8	3,8	34,82	8,65	5,4	4,8
5,64	4,5	51,68	6,47	0,38	4,68
5,4	36,15	3,1	71,64	28,27	1,15
20,23	2,20	57,26	20,41	0,5	2,48
1,6	8,9	4,8	8,9	1,3	8,9
13,10	4,6	7,2	1,3	1,0	0,12
2,6	1,5	7,2	0,1	17,1	5,2
11,5	1,11	8,11	15,5	10,5	6,5
3,12	1,3	1,13	4,2	21,7	12,7
1,6	0,1	32,27	9,30	8,6	11,32
17,35	17,46	0,20	17,27	4,30	1,10
45,9	6,21	45,9	21,37	5,44	26,11
9,4	1,12	4,3	16,3	7,5	2,3
0,6	0,2	37,16	16,27	0,4	3,0
21,17	15,22	0,5	15,9	2,3	4,5
8,6	1,7	5,7	20,19	0,10	3,0
10,3	3,7	10,13	5,12	0,1	6,1
3,4	4,0	51,60	6,1	52,3	5,0
4,2	2,0	0,1	4,3	10,2	2,8
0,1	4,18	0,18	20,17	4,20	4,1
57,55	3,2	42,67	55,57	69,25	5,1
1,0	11,12	1,0	5,1	1,0	1,0
0,16	9,0	0,2	2,3	3,1	2,0
2,19	1,2	6,9	1,18	9,15	1,5
5,2	15,20	1,15	21,25	4,7	12,13
6,5	3,54	0,2	6,54	65,19	65,54
143,26	115,105	4,0	4,5	83,77	5,143
1,9	4,6	5,1	1,3	2,5	8,4
1,0	9,8	3,0	9,8	2,9	0,1
0,1	14,5	0,7	3,14	17,16	14,16
26,17	17,3	17,0	17,4	3,26	2,0
13,3	10,8	0,3	3,13	4,24	0,22
5,2	0,7	0,2	1,3	0,2	0,7
14,15	28,4	14,41	14,3	14,2	1,3
9,7	20,5	12,4	4,5	5,8	9,6
3,6	0,13	6,14	3,16	10,7	4,13
1,0	4,1	4,1	3,5	9,11	7,9
37,9	14,50	9,41	47,4	31,6	12,6
5,2	16,13	4,2	4,2	1,21	16,5
2,8	0,37	12,5	43,3	6,7	2,7
2,18	1,0	15,1	12,2	15,4	0,1
0,1	15,14	11,4	3,4	3,7	16,0
9,48	17,12	32,0	9,1	4,3	15,14
1,4	7,6	1,39	1,47	5,6	5,4
1,3	13,3	4,3	4,3	12,1	4,2
32,8	13,11	21,0	32,8	13,8	6,9
16,1	0,6	1,0	6,7	9,6	5,16
11,10	11,3	5,63	10,11	6,5	11,10
2,4	6,7	11,54	3,7	9,4	2,4
1,10	1,4	18,0	1,0	18,1	8,3
5,1	7,6	50,18	20,15	3,6	3,25
5,4	11,5	14,25	7,11	4,5	14,0
6,51	18,15	5,67	2,1	0,52	3,0
18,4	4,1	4,10	2,1	2,10	2,10
3,4	9,7	11,2	12,8	2,1	2,7
9,7	3,29	2,9	3,29	22,3	20,2
6,8	1,51	1,5	15,9	15,9	5,12
10,38	0,14	16,22	6,10	16,11	14,16
4,2	2,8	2,8	0,1	0,7	0,8
3,2	1,6	9,8	0,4	9,4	9,13
4,63	4,9	9,5	0,4	4,38	5,43
3,1	6,0	5,2	11,6	0,3	12,5
20,30	2,1	4,0	0,3	35,5	7,30
58,10	35,12	4,3	5,10	14,15	73,9
19,3	7,6	4,5	4,0	1,0	11,12
3,4	2,14	20,3	14,15	1,3	15,5
1,7	11,4	6,2	9,12	1,0	10,7
0,1	3,2	1,15	2,0	1,2	1,23
2,44	27,37	19,2	52,37	6,5	6,37
0,1	14,1	2,5	5,11	5,14	0,4
2,1	3,4	0,2	0,1	2,1	0,1
14,6	14,0	4,14	17,0	6,27	22,28
0,27	2,18	4,20	0,2	1,3	1,0
16,14	1,0	9,15	1,16	4,14	5,10
6,30	11,1	6,4	1,2	3,2	6,3
2,5	5,4	29,22	5,19	20,6	25,5
3,23	5,40	0,21	0,26	33,34	11,16
20,10	2,19	1,0	1,20	23,3	35,0
0,31	1,2	1,9	4,9	1,22	0,31
5,18	6,3	7,6	6,4	6,7	14,2
0,7	9,3	27,26	7,24	7,24	35,3
4,13	13,4	5,6	4,3	17,9	13,6
3,9	2,0	13,0	4,0	2,13	2,3
18,12	2,0	13,0	1,18	2,4	1,2
7,0	15,0	27,14	7,0	5,6	7,0
0,5	5,1	5,6	0,6	2,4	5,4
4,6	7,6	5,6	6,18	23,7	3,4
12,7	0,30	0,12	12,18	8,46	0,30
14,20	5,0	1,2	2,12	1,14	2,30
11,7	10,12	77,1	14,12	9,5	92,5
9,5	1,3	8,6	3,6	0,1	2,10
9,8	6,4	26,6	6,22	6,1	19,10
6,18	5,0	0,5	8,6	5,39	8,25
19,17	1,6	23,24	13,15	7,10	38,40
37,33	31,33	10,3	6,14	12,10	14,15
10,9	12,5	37,25	24,0	2,9	1,10
2,14	8,29	1,24	11,27	0,27	0,31
7,5	3,7	5,7	18,5	21,38	5,38
0,4	16,1	16,29	8,10	4,6	16,4
1,28	8,0	3,4	6,1	14,8	1,2
16,19	19,18	17,18	7,16	6,5	17,16
1,7	12,3	5,42	5,40	2,3	2,3
91,40	21,91	11,3	10,0	21,10	6,71
6,0	3,12	30,22	16,0	1,0	6,0
32,1	6,12	0,2	29,24	17,22	17,9
7,8	8,10	10,9	15,27	3,0	31,32
2,1	5,19	9,2	2,4	4,5	4,1
4,1	3,2	4,3	42,3	1,3	2,1
13,6	6,12	6,11	3,2	3,13	13,5
1,3	7,6	5,11	2,3	0,4	24,0
7,13	6,0	19,20	6,0	1,4	4,2
0,14	1,2	1,6	14,0	8,2	6,14
0,1	3,0	3,2	0,8	7,11	1,2
0,4	0,4	0,1	8,7	6,7	0,4
2,9	0,2	5,4	1,0	0,3	2,0
16,17	2,1	1,8	18,13	2,18	9,8
15,16	0,1	15,11	21,22	15,11	39,40
4,3	5,6	9,11	2,4	5,6	5,3
2,34	0,29	4,10	13,11	6,0	4,0
26,1	2,0	21,8	1,13	7,1	2,1
4,0	9,4	4,3	3,11	4,1	19,2
14,34	8,1	4,8	12,13	34,11	4,16
3,0	18,20	2,3	0,1	4,5	1,9
0,1	10,1	1,32	8,1	3,17	1,9
1,4	4,3	4,3	9,5	2,3	2,8
9,10	10,33	2,0	2,4	10,9	12,13
26,46	7,6	30,29	23,24	7,6	13,8
10,2	8,2	3,1	13,10	3,18	11,16
14,4	6,18	2,0	6,5	0,46	6,8
11,41	1,6	1,3	11,12	7,6	20,23
1,10	5,0	12,2	0,3	12,1	14,13
4,3	1,0	2,5	3,27	3,0	2,1
2,1	81,3	2,60	0,1	3,4	4,5
2,0	0,2	0,1	26,20	3,13	44,26
10,24	1,43	2,1	0,42	0,3	2,1
1,13	4,14	4,2	41,1	1,3	29,33
1,4	3,18	7,14	3,4	15,4	3,18
15,14	10,1	16,7	1,6	2,10	7,0
2,6	3,14	4,6	2,14	6,12	12,2
2,18	1,0	10,27	1,6	2,0	5,10
6,9	26,1	9,14	0,9	0,14	13,9
2,1	0,1	5,7	8,2	8,2	5,2
5,0	2,4	1,5	23,17	17,10	23,14
5,32	1,5	2,1	2,6	1,5	1,0
13,3	5,22	9,2	5,21	4,2	1,8
7,8	2,3	3,6	0,1	7,6	1,0
71,2	1,45	14,2	3,11	45,55	18,37
15,11	7,1	6,0	10,11	6,15	0,6
6,7	1,2	3,18	11,10	5,7	13,15
2,16	4,1	16,2	1,0	16,7	16,0
5,0	3,0	15,4	3,0	17,14	2,3
18,22	0,1	13,5	2,0	1,2	6,4
6,46	1,0	4,5	1,0	1,0	6,2
4,12	1,41	23,4	1,0	7,12	5,2
23,8	22,24	10,11	7,6	5,4	11,10
6,9	12,19	4,2	1,0	12,4	0,1
5,1	2,8	43,2	1,14	1,0	1,0
2,3	9,10	1,2	62,38	1,2	2,3
3,7	3,2	1,0	3,7	3,14	10,2
26,25	9,8	4,5	25,24	6,5	2,3
3,5	37,42	1,2	6,5	5,6	5,6
4,6	10,11	4,11	2,1	12,10	3,6
5,2	3,4	8,13	13,1	1,2	3,1
2,3	4,3	2,0	0,1	3,2	9,12
6,1	11,10	4,12	4,11	7,6	5,1
0,6	5,21	2,0	2,13	3,7	0,50
14,3	3,6	17,6	3,9	11,4	9,13
4,3	4,2	9,4	1,9	14,9	8,5
8,19	2,3	8,9	8,9	16,6	0,6
1,20	5,3	1,0	1,2	1,0	1,0
2,5	8,7	9,4	38,4	2,4	4,1
11,4	8,7	21,17	6,88	6,21	15,20
18,17	3,5	2,5	10,22	30,2	2,0
2,3	1,0	1,12	8,14	1,0	14,17
3,4	7,5	1,2	14,22	17,0	3,2
0,2	3,17	0,12	3,6	3,1	3,4
8,7	56,36	6,1	0,1	7,0	6,1
21,19	8,9	30,2	30,14	23,22	9,8
22,2	9,1	1,5	9,1	5,6	1,9
18,20	2,0	20,12	5,12	29,15	17,12
22,35	10,4	3,2	10,8	3,7	21,0
1,2	21,22	4,7	3,2	1,2	1,2
43,22	18,3	18,3	22,29	0,6	44,19
5,4	23,9	4,1	2,19	2,6	1,23
8,19	2,1	2,5	9,0	1,7	8,3
3,4	1,2	1,2	1,2	2,1	1,2
8,0	0,3	8,2	1,8	1,8	7,6
14,1	14,16	14,16	3,14	3,16	14,0
7,8	3,9	2,0	6,2	2,3	12,9
1,3	15,16	0,48	3,45	45,39	3,45
14,16	2,63	2,63	9,19	11,52	36,2
21,24	6,1	2,19	5,6	6,10	0,6
2,3	0,2	4,2	2,7	3,4	1,32
14,8	3,14	8,9	3,22	0,29	29,17
6,23	23,28	9,10	1,32	1,2	2,1
11,18	21,8	24,8	0,24	8,24	2,3
5,0	7,6	18,5	2,3	5,9	10,7
6,3	14,1	14,12	12,14	11,10	28,2
8,1	2,7	1,6	2,3	3,1	0,1
5,0	8,9	10,1	14,16	14,25	17,29
0,2	14,2	1,19	14,16	20,19	0,2
10,3	13,5	3,8	10,5	1,4	11,0
5,7	8,9	5,4	8,9	15,9	15,25
10,7	0,1	10,17	1,2	6,0	0,2
0,13	1,5	4,11	6,12	4,6	1,5
3,50	6,5	15,44	0,3	15,3	4,3
8,2	2,0	8,2	8,2	3,40	2,40
23,24	1,0	6,5	23,24	30,31	9,10
17,5	5,6	0,11	4,2	12,9	5,6
44,1	9,15	9,10	13,12	46,20	3,13
19,53	9,5	6,14	2,14	8,9	2,1
22,3	12,3	13,14	17,16	10,11	9,8
2,1	22,0	19,5	5,2	5,6	4,2
8,2	7,6	2,6	9,5	1,0	6,3
1,0	6,5	1,33	25,31	2,4	19,5
7,8	8,9	10,0	8,9	8,9	8,9
21,0	7,0	3,5	7,0	0,2	3,5
5,2	12,2	5,1	6,4	5,6	1,4
4,15	15,17	3,2	2,1	4,21	17,3
17,5	13,50	3,5	35,46	46,5	1,2
56,31	9,1	0,17	1,2	2,7	7,2
32,17	9,20	13,16	8,11	15,8	13,8
5,0	0,3	7,28	28,0	12,3	6,3
7,4	4,3	2,3	53,0	5,6	20,29
17,5	3,1	3,6	1,5	20,22	6,7
3,4	5,12	5,21	1,2	8,7	3,4
2,11	8,1	0,1	9,0	13,3	0,8
15,10	10,2	8,7	1,0	4,2	2,5
1,16	6,12	11,1	15,7	9,11	1,2
3,15	0,10	0,11	12,15	0,14	23,13
15,16	6,5	5,6	6,5	9,4	10,48
41,22	4,0	38,22	5,22	4,2	15,29
6,5	8,4	9,11	5,4	4,9	4,2
2,3	5,9	9,19	9,1	3,32	1,3
4,0	1,0	4,1	1,0	1,0	7,6
2,0	1,3	1,16	7,2	1,16	1,16
7,13	11,1	14,17	11,1	6,5	5,6
4,11	4,11	13,33	6,0	38,1	2,4
6,7	11,10	7,6	17,16	8,7	10,34
1,0	3,8	2,6	6,1	3,1	4,2
